ID,Age,Education,Marital_Status,Income,Recency,TotalSpend,TotalPurchases,CampaignAccepted,WebEngagement,HouseholdDependents,Segment,SegmentName,PCA1,PCA2
9213,45,Graduation,Widow,31880.0,13,15,3,0,9,1,1,Low-Engagement,-1.8465525374374474,-0.31322693155202325
9697,64,Graduation,Married,53790.0,86,542,17,0,13,2,3,Digital-Engaged,-0.2460522015070511,1.590241446959048
3916,44,PhD,Together,49269.0,92,890,22,0,14,1,3,Digital-Engaged,0.7638770909164282,1.4784319553897114
2021,40,Graduation,Married,61456.0,47,1388,29,0,10,1,3,Digital-Engaged,1.9275616101873558,0.7765515450897891
1581,35,Graduation,Married,37406.0,18,17,3,0,9,1,1,Low-Engagement,-1.7112032484859556,-0.3354481917229369
564,34,PhD,Together,56937.0,81,906,23,1,14,1,3,Digital-Engaged,1.49564848021302,1.4429453293993826
6619,37,Graduation,Married,38415.0,91,44,4,0,8,2,1,Low-Engagement,-2.041136645395324,-0.06837825963024081
9081,27,Graduation,Single,20518.0,58,25,4,0,6,1,1,Low-Engagement,-2.0793381489101255,-1.0171336039209677
178,59,Graduation,Married,62503.0,40,973,22,0,13,1,3,Digital-Engaged,1.135523944666782,1.248115958070177
916,43,PhD,Single,41644.0,67,31,4,0,4,2,1,Low-Engagement,-2.0365345503766576,-1.0274245856667408
5512,38,Master,Married,55842.0,19,518,16,0,12,1,3,Digital-Engaged,0.13175594261406734,0.8208644938927783
8970,43,PhD,Married,62010.0,93,530,15,0,11,1,3,Digital-Engaged,0.215860619229383,0.44601599826378113
10581,38,Graduation,Married,41124.0,41,506,14,0,15,1,3,Digital-Engaged,-0.3259138458539178,1.5002565247660298
5300,42,Master,Married,38961.0,60,70,5,0,9,1,1,Low-Engagement,-1.4815704037682764,-0.3089463101986418
5154,43,Master,Divorced,37760.0,54,54,5,0,8,1,1,Low-Engagement,-1.5401618156734975,-0.5426210291071029
8346,41,Graduation,Single,32233.0,26,296,10,1,15,1,3,Digital-Engaged,-0.5442069448994578,1.3335177890289627
1676,40,Graduation,Married,43057.0,30,266,11,0,9,1,1,Low-Engagement,-0.7927587756095844,-0.06778042355139804
9286,55,Master,Together,83151.0,93,747,18,0,8,0,2,Established Value,1.5270347250582958,-0.7877582128018179
2426,51,PhD,Divorced,78825.0,35,895,28,0,8,0,2,Established Value,2.245555607320963,-0.3450079345481716
5172,39,Master,Together,65104.0,4,1053,15,0,10,1,3,Digital-Engaged,0.7335080023180727,0.2897564168150462
5562,41,Graduation,Married,60093.0,92,735,19,0,13,1,3,Digital-Engaged,0.6615112246404552,1.08930167424174
3436,46,Graduation,Married,14045.0,24,20,4,0,8,1,1,Low-Engagement,-2.2145963763827323,-0.47564387816185244
3921,63,2n Cycle,Widow,28457.0,96,205,9,0,12,0,1,Low-Engagement,-0.8433151451591538,0.014673138422826384
3403,57,PhD,Together,78952.0,11,2092,19,0,8,1,2,Established Value,2.2488641220428542,-0.08835696320524959
22,39,Graduation,Divorced,46310.0,99,309,12,0,14,1,3,Digital-Engaged,-0.5245711255266994,1.1056910865482317
10965,60,Graduation,Together,76005.0,72,1722,21,1,9,0,2,Established Value,2.915196064136142,-0.4396059933658968
9426,51,Master,Single,58308.0,77,900,11,0,10,1,3,Digital-Engaged,0.16313308197214788,0.08715195958299783
6605,71,PhD,Divorced,55614.0,85,682,19,1,16,0,3,Digital-Engaged,1.456492767143284,1.22880812451197
3136,53,Master,Divorced,59432.0,88,663,19,0,10,1,3,Digital-Engaged,0.5367424637867079,0.36458212726612405
8737,37,Graduation,Divorced,55563.0,22,43,5,0,5,1,1,Low-Engagement,-1.169591223991527,-1.2952891148646701
11088,44,PhD,Together,78642.0,83,1816,17,0,10,1,2,Established Value,1.8927168986845617,0.24901558709094274
716,66,PhD,Together,67911.0,63,976,24,0,9,1,3,Digital-Engaged,1.3522176430216348,0.30812204804502497
466,71,Graduation,Married,65275.0,9,746,20,0,6,0,2,Established Value,1.1958153706598695,-1.0595012735215041
9135,65,Graduation,Together,27203.0,92,64,4,0,9,2,1,Low-Engagement,-2.2781813702213776,0.2089333812653429
10623,54,Master,Together,48330.0,2,32,4,0,6,1,1,Low-Engagement,-1.4110697439834219,-1.0460230003231814
8151,25,Basic,Married,24279.0,6,263,8,0,12,0,1,Low-Engagement,-0.97281668285754,0.08342960844695126
5140,30,PhD,Married,64355.0,66,1445,19,0,12,1,3,Digital-Engaged,1.3828508022351866,0.8670474833993178
10160,59,Master,Together,50943.0,49,46,4,0,6,1,1,Low-Engagement,-1.3297608797123788,-1.102023476180135
4945,62,Graduation,Widow,53653.0,29,1210,26,0,16,0,3,Digital-Engaged,1.899134352324193,1.6157714189165413
10584,39,Graduation,Married,65665.0,77,945,23,0,8,1,2,Established Value,1.1878331928226182,0.02023283717546651
6071,26,Graduation,Single,81217.0,77,1157,21,0,4,0,2,Established Value,1.9969064141633404,-1.6238416080678633
3386,23,Graduation,Married,34935.0,71,137,7,0,9,0,1,Low-Engagement,-0.934832616029803,-0.7843497836277611
8939,56,Graduation,Divorced,61250.0,49,730,19,0,10,1,3,Digital-Engaged,0.6356610203066944,0.399549322833067
9925,34,PhD,Together,39665.0,97,216,9,1,11,1,1,Low-Engagement,-0.5563741831372705,0.22674182161849474
4320,36,Graduation,Single,60152.0,6,943,22,0,9,1,3,Digital-Engaged,0.9893992578706254,0.3164068620734584
5389,51,Graduation,Married,48920.0,93,347,13,1,13,2,3,Digital-Engaged,-0.35140778073312756,1.3887080201340862
6036,56,Master,Together,89120.0,78,1924,18,1,6,0,2,Established Value,3.1596260693307436,-1.3248000396424378
182,69,PhD,Together,44124.0,62,397,13,0,14,1,3,Digital-Engaged,-0.4331720668225307,1.1880978380254115
203,40,Master,Single,81169.0,47,2089,21,0,7,0,2,Established Value,2.8715434668295745,-0.8527946094629101
11025,54,Graduation,Married,36443.0,9,138,7,0,11,2,1,Low-Engagement,-1.7616263744526273,0.8631977320642424
10203,25,Graduation,Single,26095.0,77,42,4,0,8,1,1,Low-Engagement,-1.8983529528491172,-0.5669470899115064
4607,56,Graduation,Together,71367.0,24,777,16,0,6,0,2,Established Value,1.0931817891038198,-1.240756541723925
3711,71,Master,Married,80184.0,19,1902,19,2,9,0,0,Premium High-Value,3.4956886110455057,-0.5300779436498588
3696,50,Graduation,Divorced,30630.0,67,52,5,0,9,2,1,Low-Engagement,-2.1399284790323647,0.2605813116650577
2532,28,Master,Single,73454.0,95,1651,12,1,7,0,2,Established Value,2.136417826655938,-1.2742875969898682
9214,24,Graduation,Married,42691.0,48,358,12,0,10,0,1,Low-Engagement,-0.1897966495376141,-0.354899480920798
4943,62,Graduation,Married,70503.0,73,1727,15,2,8,0,0,Premium High-Value,2.8192015889959783,-0.9479108278534483
35,28,Graduation,Married,25545.0,35,210,7,0,8,1,1,Low-Engagement,-1.5570595050837233,-0.4099429961107909
2258,29,Graduation,Married,32880.0,76,42,4,0,9,1,1,Low-Engagement,-1.7206643080624966,-0.34360080252638964
4322,57,PhD,Together,77863.0,20,1291,19,0,6,0,2,Established Value,1.9190060700504346,-1.1406775400594256
713,38,Master,Married,50353.0,72,442,14,0,7,0,2,Established Value,0.16847857695498236,-1.05866304402402
4702,51,Graduation,Single,61839.0,20,1895,16,0,12,0,2,Established Value,1.9536338426613884,0.26519717768924556
3281,55,PhD,Married,49154.0,69,411,13,0,10,2,1,Low-Engagement,-0.7998370100565848,0.7431218184322258
702,40,2n Cycle,Widow,47682.0,80,521,15,0,9,1,1,Low-Engagement,-0.16770357641372585,0.01691114001561801
2004,46,Graduation,Single,72679.0,65,1168,16,0,5,1,2,Established Value,1.0232172053759392,-0.9747870866244956
4769,38,Master,Together,57954.0,52,493,16,1,15,2,3,Digital-Engaged,0.23002784419497357,2.001454809618722
4437,53,Graduation,Married,65316.0,65,260,10,0,7,2,1,Low-Engagement,-0.79991305317907,-0.1451395638457712
8724,33,Graduation,Single,28567.0,57,46,5,0,8,1,1,Low-Engagement,-1.7680973982896722,-0.517276247894098
10741,64,Master,Together,47352.0,70,319,12,0,13,1,3,Digital-Engaged,-0.5087785638752135,0.8888611238467952
1991,48,Graduation,Together,44931.0,0,96,6,0,7,1,1,Low-Engagement,-1.281663314310611,-0.7157001976033955
6931,48,Graduation,Divorced,76982.0,19,1062,15,1,12,0,2,Established Value,1.9657163085680789,0.11337948772615271
11096,63,2n Cycle,Together,57247.0,50,232,10,0,4,1,1,Low-Engagement,-0.6221133951845265,-1.3862216620971763
304,34,Master,Single,22944.0,67,76,6,0,10,1,1,Low-Engagement,-1.77628637651556,0.013817224765086547
3665,38,2n Cycle,Together,25315.0,46,54,6,0,11,1,1,Low-Engagement,-1.7270150157975932,0.2710555001320295
10591,46,Graduation,Widow,43638.0,37,201,9,0,11,1,1,Low-Engagement,-0.9464200361364277,0.3355839298587586
5036,31,PhD,Single,42710.0,38,406,12,0,10,1,1,Low-Engagement,-0.5902441051732649,0.20684203467738269
5547,33,PhD,Married,84169.0,9,1919,19,2,10,0,0,Premium High-Value,3.6201379910050218,-0.28866469371473075
7822,39,Graduation,Together,54058.0,56,662,18,0,7,1,2,Established Value,0.28904151258111627,-0.3529691321230211
8541,25,2n Cycle,Married,24683.0,98,41,6,0,7,1,1,Low-Engagement,-1.8057511942493065,-0.7537232250068715
10955,51,Graduation,Widow,85620.0,68,1600,13,0,4,0,2,Established Value,1.9412274202104798,-1.9182067479339904
4368,35,Graduation,Married,47850.0,72,134,7,0,9,1,1,Low-Engagement,-1.0694187675263351,-0.2743888676598931
9671,47,Graduation,Married,19514.0,47,69,6,1,11,2,1,Low-Engagement,-1.8310392365395953,0.7792551331137819
2256,42,Master,Married,27159.0,33,21,4,0,7,2,1,Low-Engagement,-2.3544051208062076,-0.21779343614964863
4279,52,2n Cycle,Single,39548.0,87,54,5,0,4,2,1,Low-Engagement,-1.9941044334924725,-1.0042812770063334
5371,26,Graduation,Single,21474.0,0,91,6,1,10,1,1,Low-Engagement,-1.341969759389273,0.02705945665355398
9240,44,PhD,Single,60504.0,73,526,16,0,12,1,3,Digital-Engaged,0.2578517717933496,0.751289831455689
9460,52,Graduation,Married,22419.0,74,162,7,0,11,0,1,Low-Engagement,-1.1839099540916622,-0.26162795930576677
9504,66,Master,Married,81698.0,4,1008,24,0,4,0,2,Established Value,2.074845596950546,-1.4417926746576388
8692,63,Graduation,Together,43462.0,50,240,10,0,12,2,1,Low-Engagement,-1.2724271194518193,1.1545177165318983
448,37,PhD,Single,54880.0,57,795,19,0,11,1,3,Digital-Engaged,0.5563224518767873,0.6551837853046312
8314,33,Graduation,Married,79908.0,30,1772,18,1,7,0,2,Established Value,2.8103036618376165,-1.0054649650589198
8420,45,2n Cycle,Married,15315.0,27,64,6,0,7,0,1,Low-Engagement,-1.576692370983384,-1.202894806190243
3174,56,Graduation,Together,87771.0,61,1957,19,4,11,1,0,Premium High-Value,4.2485650439092515,0.32187272786247545
7685,37,Graduation,Married,33039.0,4,78,6,0,7,1,1,Low-Engagement,-1.583365349558423,-0.6831196046669425
3179,35,Graduation,Single,81741.0,75,1572,19,0,8,0,2,Established Value,2.3003774131441297,-0.7191543091118333
9780,44,Master,Together,71499.0,12,795,24,0,12,1,3,Digital-Engaged,1.3136193584309936,1.0772432549297217
10681,45,2n Cycle,Married,62466.0,13,889,21,0,10,1,3,Digital-Engaged,0.9424035592158974,0.5080034340915005
10232,52,PhD,Divorced,48799.0,9,331,12,0,6,1,1,Low-Engagement,-0.5730694945632223,-0.7566339563219004
4184,65,PhD,Together,52157.0,48,265,10,0,7,1,1,Low-Engagement,-0.671410943421746,-0.6379639906152659
9120,53,Graduation,Single,66565.0,80,1065,15,0,12,1,3,Digital-Engaged,0.8181526321333801,0.6943720473445482
891,64,Master,Together,29298.0,60,11,3,0,6,2,1,Low-Engagement,-2.391051682096674,-0.5323170911322739
10381,36,Graduation,Single,47691.0,43,21,3,0,7,1,1,Low-Engagement,-1.4862733789761873,-0.8795648109355931
3525,45,Graduation,Together,38200.0,19,17,3,0,8,2,1,Low-Engagement,-2.149271187459604,-0.03123642402522043
6818,41,Graduation,Married,44989.0,26,369,11,0,11,1,1,Low-Engagement,-0.6252218531345837,0.4181577531957664
3526,47,PhD,Married,38443.0,58,38,4,0,8,2,1,Low-Engagement,-2.049985150010879,-0.03479146567483705
8181,37,2n Cycle,Single,38593.0,42,177,8,0,12,1,1,Low-Engagement,-1.1437859881823345,0.5523656266879277
1029,45,PhD,Together,64413.0,27,279,11,0,10,1,1,Low-Engagement,-0.25315722771054777,0.11258088533222939
7369,34,Master,Married,36959.0,56,62,5,0,10,1,1,Low-Engagement,-1.5228040112536543,-0.0553795215787682
2574,38,PhD,Married,61996.0,27,1230,18,3,11,1,0,Premium High-Value,2.438003603630391,0.45175524856722044
8159,47,Graduation,Married,51287.0,10,182,8,0,11,2,1,Low-Engagement,-1.2952566118223583,0.8534797744730742
1160,45,Graduation,Married,13260.0,48,49,6,0,11,2,1,Low-Engagement,-2.4639241523960886,0.857381422287591
10242,49,PhD,Together,47472.0,39,75,6,0,7,2,1,Low-Engagement,-1.6771687571024123,-0.21262596966516645
5253,59,Master,Together,54603.0,85,227,10,0,11,2,1,Low-Engagement,-1.0262950113362146,0.8406963008559843
5966,41,PhD,Married,45207.0,64,215,10,1,9,2,1,Low-Engagement,-0.8302784829051274,0.34446967394891836
5314,64,Graduation,Together,40689.0,69,444,13,0,15,1,3,Digital-Engaged,-0.45817571427467507,1.4354598588640493
5081,48,2n Cycle,Together,47821.0,54,47,4,0,9,2,1,Low-Engagement,-1.8022276317744255,0.18368151125904508
5123,64,Master,Married,27450.0,57,143,6,0,9,0,1,Low-Engagement,-1.1809760425156108,-0.7836096069499375
5756,32,Graduation,Together,39453.0,64,55,5,0,8,1,1,Low-Engagement,-1.497284809323163,-0.5580825099946907
8036,44,2n Cycle,Together,26850.0,10,63,7,0,6,2,1,Low-Engagement,-2.132518710010205,-0.3256924528975124
9058,60,Graduation,Widow,79800.0,65,1867,21,3,8,0,0,Premium High-Value,4.050303033005904,-0.8059497501125839
5057,54,Master,Married,61794.0,74,611,18,0,6,1,2,Established Value,0.4170566826942063,-0.6392680168954825
254,60,Graduation,Together,53863.0,4,473,15,1,14,1,3,Digital-Engaged,0.4660372292140409,1.2317398076390274
4179,56,Graduation,Together,24221.0,94,55,5,0,5,0,1,Low-Engagement,-1.461035367403145,-1.8226613387812167
3710,31,PhD,Single,39684.0,41,81,5,0,9,1,1,Low-Engagement,-1.4566991110218823,-0.2916423891582658
7627,40,Master,Married,92163.0,25,2086,21,2,7,0,0,Premium High-Value,4.059824313211732,-0.9843742105538522
4501,50,Master,Single,69882.0,94,1478,19,0,4,0,2,Established Value,1.8747979665457428,-1.6762717444373914
6424,38,Graduation,Together,33178.0,9,49,4,0,5,1,1,Low-Engagement,-1.7740296445038242,-1.249380026861611
3075,43,PhD,Married,59973.0,47,382,14,0,4,0,2,Established Value,0.29914516353374787,-1.7936536280199509
4992,40,Master,Together,17459.0,12,69,6,0,10,1,1,Low-Engagement,-1.9214082972004272,0.08697654500353506
5252,46,Graduation,Divorced,23910.0,80,67,5,0,9,1,1,Low-Engagement,-1.843803327218167,-0.28276742446824626
7444,46,Master,Married,42169.0,20,30,4,0,9,2,1,Low-Engagement,-1.9576984858677302,0.2357793698048568
6919,37,2n Cycle,Married,26224.0,39,63,6,0,8,1,1,Low-Engagement,-1.7417584518359477,-0.454581658253281
3537,34,Graduation,Together,31089.0,57,79,7,0,11,1,1,Low-Engagement,-1.4946075955630749,0.2790244397816128
10277,54,Graduation,Single,30081.0,27,42,4,0,8,1,1,Low-Engagement,-1.8087446795940727,-0.5281844091369992
2453,55,Graduation,Together,62807.0,83,819,20,0,10,1,3,Digital-Engaged,0.8269057458501992,0.39777346591972423
7972,60,Graduation,Single,72906.0,79,1151,16,0,4,0,2,Established Value,1.4432824326705778,-1.784401093854743
895,67,PhD,Married,61467.0,69,594,17,0,10,2,3,Digital-Engaged,-0.06068646444161297,0.8543152292896609
1177,49,Master,Together,49618.0,77,129,7,0,10,2,1,Low-Engagement,-1.4588376797870675,0.5093753556093091
7141,29,Master,Single,21888.0,15,213,8,0,15,1,1,Low-Engagement,-1.472930552342396,1.3622233089729523
7232,42,Graduation,Widow,42429.0,99,67,5,0,6,1,1,Low-Engagement,-1.4397445148528636,-1.0896773700047595
8477,59,Graduation,Divorced,26150.0,61,28,4,0,8,3,1,Low-Engagement,-2.796977553700882,0.5511954187777898
2457,40,Basic,Married,30801.0,23,45,4,0,8,1,1,Low-Engagement,-1.7892368498814553,-0.5262942222143057
988,50,Graduation,Married,81168.0,84,1193,17,1,9,0,2,Established Value,2.2876682625106763,-0.6210142876313713
7930,46,Master,Single,26877.0,74,268,10,0,9,0,1,Low-Engagement,-0.8016760355119228,-0.6504809473741554
4587,71,Master,Widow,45006.0,90,266,11,0,6,0,1,Low-Engagement,-0.3394540930107893,-1.4162936336246565
6682,42,Basic,Married,18978.0,41,37,4,0,9,1,1,Low-Engagement,-2.06395417200907,-0.26477411116823324
6222,48,Graduation,Married,22574.0,28,37,5,0,9,3,1,Low-Engagement,-2.794754417448541,0.8763191482530824
10299,46,PhD,Single,48240.0,73,882,22,0,11,0,3,Digital-Engaged,1.1284570652562385,0.21983267518176167
3083,41,Graduation,Married,45837.0,88,373,13,0,13,2,3,Digital-Engaged,-0.8675173822534026,1.4636393739973577
8953,50,Master,Single,35791.0,94,35,4,0,9,3,1,Low-Engagement,-2.5400433534301494,0.7310027604210153
1503,39,PhD,Together,162397.0,31,107,1,0,1,2,1,Low-Engagement,-0.9553192520303261,-1.9941317231486888
8650,37,Graduation,Widow,54162.0,31,42,4,0,5,2,1,Low-Engagement,-1.7154667987408099,-0.7859475342022917
10862,55,Master,Married,30522.0,6,326,12,0,3,1,1,Low-Engagement,-1.0613856921515288,-1.4270349107129718
2782,54,PhD,Married,54456.0,23,404,14,0,12,1,3,Digital-Engaged,-0.14273911038344891,0.7461441539000278
6941,44,Graduation,Single,31632.0,92,95,5,0,9,0,1,Low-Engagement,-1.1887428714590884,-0.8697236204059771
10972,66,Graduation,Widow,72298.0,52,939,13,2,5,0,0,Premium High-Value,1.969888408003755,-1.7443487056322102
10708,37,2n Cycle,Single,36975.0,50,33,4,0,8,1,1,Low-Engagement,-1.6480930427406149,-0.5731694807423574
6583,60,2n Cycle,Married,72635.0,54,981,20,1,9,0,2,Established Value,2.0976775769520115,-0.45567031767394006
3641,39,Graduation,Married,13624.0,93,36,5,0,8,1,1,Low-Engagement,-2.1320014347336964,-0.5078667053992703
10156,40,Graduation,Single,84196.0,56,1237,19,0,11,1,3,Digital-Engaged,1.65775133273462,0.5701388014005417
4299,55,Graduation,Together,70971.0,28,1825,27,0,18,1,3,Digital-Engaged,2.5233083476052314,2.644418235652211
3469,38,PhD,Divorced,34487.0,94,103,6,0,12,2,1,Low-Engagement,-1.884509930677836,0.9884920261553379
5063,38,Graduation,Single,28769.0,76,191,9,0,13,1,1,Low-Engagement,-1.278966445037588,0.8284128652157706
10727,45,PhD,Married,69084.0,43,1586,23,0,15,1,3,Digital-Engaged,1.942819884166794,1.7548834393404085
9624,57,PhD,Together,65488.0,46,963,13,0,4,0,2,Established Value,0.8829707126701326,-1.8402421097296462
5156,45,2n Cycle,Married,62466.0,13,889,21,0,10,1,3,Digital-Engaged,0.9424035592158974,0.5080034340915005
4376,55,2n Cycle,Single,32218.0,27,93,6,1,9,0,1,Low-Engagement,-0.6502479047538312,-0.8282423040595133
8923,42,Graduation,Single,83917.0,12,1587,20,0,9,0,2,Established Value,2.442580559285621,-0.38112514611806303
8461,53,Graduation,Divorced,46102.0,3,16,3,0,8,3,1,Low-Engagement,-2.404785499760777,0.5116676910738949
6945,63,Graduation,Single,84574.0,72,1375,31,0,14,0,3,Digital-Engaged,3.1156706280187705,1.1752462991776569
944,53,Graduation,Married,56181.0,6,393,13,0,8,1,1,Low-Engagement,-0.24135842451559145,-0.25221743604377805
1907,65,Master,Divorced,63120.0,53,1477,21,0,15,1,3,Digital-Engaged,1.5634374268635425,1.6882754103614193
701,44,Graduation,Married,73691.0,58,1179,16,1,8,1,2,Established Value,1.5649833936965665,-0.30055243453239916
3856,55,Graduation,Together,63381.0,78,1005,22,0,6,1,2,Established Value,1.087905286571601,-0.49661417514630185
4149,67,PhD,Together,76140.0,57,1348,20,0,7,0,2,Established Value,2.0176317488321764,-0.8923428811626062
2131,56,PhD,Divorced,62859.0,37,1307,19,0,15,1,3,Digital-Engaged,1.2632771797736237,1.6299053052425738
2942,51,Graduation,Single,45906.0,20,486,13,1,10,1,3,Digital-Engaged,0.09046541302695513,0.19307291219601672
1173,68,Master,Together,77632.0,73,2252,12,2,6,0,0,Premium High-Value,3.1101418811670514,-1.5629094481941472
4381,44,PhD,Married,46463.0,56,235,10,0,9,2,1,Low-Engagement,-1.2477700608281437,0.40895156675021227
4611,45,Graduation,Together,105471.0,36,1724,30,2,12,0,0,Premium High-Value,4.492310471273824,0.5416862184252454
3376,45,Master,Divorced,55282.0,9,235,10,0,7,1,1,Low-Engagement,-0.628035527332848,-0.6081052486366479
4679,38,Master,Married,78710.0,42,1092,25,0,11,1,3,Digital-Engaged,1.8122893851552706,0.8209368680894138
10928,57,Graduation,Together,66886.0,28,599,15,0,12,1,3,Digital-Engaged,0.4014704400930991,0.7414651085427384
4248,55,Master,Single,98777.0,23,2008,19,1,5,0,2,Established Value,3.4116516690145193,-1.4907275055545786
6728,30,Graduation,Together,29103.0,38,48,4,0,10,1,1,Low-Engagement,-1.7963085479883807,-0.04961750582162584
6661,41,Graduation,Married,67445.0,63,1174,27,0,15,1,3,Digital-Engaged,1.815308015633187,1.882399972608979
4725,65,PhD,Together,50616.0,71,67,6,0,3,1,1,Low-Engagement,-1.2204067793519469,-1.7796619258003534
3277,60,Graduation,Divorced,49431.0,9,365,13,0,15,1,3,Digital-Engaged,-0.32625850386271704,1.4688418875222817
5555,40,Graduation,Divorced,153924.0,81,6,0,0,0,0,2,Established Value,-0.23226675317456458,-3.4285833713648235
2564,62,Graduation,Together,61278.0,87,165,8,0,9,1,1,Low-Engagement,-0.6470114477168736,-0.29417220906223107
946,57,2n Cycle,Together,26490.0,92,210,9,0,9,0,1,Low-Engagement,-0.9304513729927286,-0.7051589188068554
3867,68,PhD,Together,73059.0,36,1095,25,0,13,1,3,Digital-Engaged,1.7074924131214877,1.3313384748435007
6940,49,PhD,Single,46734.0,86,223,8,1,9,3,1,Low-Engagement,-1.3657332510699731,0.7946982996171832
55,52,Graduation,Together,56253.0,83,597,18,0,13,1,3,Digital-Engaged,0.37454646996453567,1.072061449946627
7093,30,Graduation,Married,19986.0,74,22,3,0,7,1,1,Low-Engagement,-2.147931638671983,-0.8253601635980206
5084,40,Graduation,Widow,58330.0,87,1064,23,0,10,1,3,Digital-Engaged,1.1485566019454676,0.520760319606594
1777,35,Basic,Married,25965.0,29,74,5,0,10,0,1,Low-Engagement,-1.337200594316745,-0.544615459576995
8162,59,Master,Together,14661.0,88,26,4,0,7,0,1,Low-Engagement,-1.7582736423087029,-1.337332905710066
10826,56,Graduation,Married,18690.0,77,60,4,0,9,0,1,Low-Engagement,-1.6030463611954915,-0.8514904942850661
8754,41,PhD,Together,45068.0,25,20,3,0,8,1,1,Low-Engagement,-1.5379251138909875,-0.6096831193706663
1987,28,Basic,Single,21063.0,34,59,5,0,8,1,1,Low-Engagement,-1.939835693525884,-0.47035655015592204
11007,47,PhD,Married,29187.0,43,34,4,0,9,1,1,Low-Engagement,-1.8208151832837198,-0.2985003693172388
7426,44,2n Cycle,Married,54690.0,76,198,9,0,6,2,1,Low-Engagement,-1.1940542052251388,-0.4043205524157492
9153,51,PhD,Married,59304.0,81,1048,25,0,12,1,3,Digital-Engaged,1.3255156914245156,1.0841025435446845
10379,53,Master,Single,59247.0,87,574,16,0,11,2,3,Digital-Engaged,-0.18487836147433162,1.0490916479561248
9204,45,Graduation,Widow,66731.0,33,1029,13,0,7,1,2,Established Value,0.5715329005859137,-0.548957880419649
3197,35,Graduation,Married,77353.0,38,670,18,0,10,1,3,Digital-Engaged,0.8981206417939099,0.32337850712957017
2920,40,PhD,Single,52614.0,63,990,14,0,10,1,3,Digital-Engaged,0.3142562067176998,0.23062624232461862
6961,41,Graduation,Married,26751.0,26,11,3,0,9,2,1,Low-Engagement,-2.4127855312780384,0.24041414555336033
4673,52,PhD,Married,81300.0,17,1241,18,1,15,1,3,Digital-Engaged,2.040102977652651,1.4956440609129211
9937,36,Graduation,Single,70337.0,75,576,16,0,3,0,2,Established Value,0.8507608817869807,-2.0219689701805112
8779,30,2n Cycle,Married,36145.0,13,172,8,1,13,1,1,Low-Engagement,-0.7315601993625616,0.7729289504727154
9596,35,PhD,Single,65295.0,19,664,19,0,5,0,2,Established Value,1.0397042950861979,-1.3508812648988837
2891,52,Graduation,Divorced,68118.0,51,928,21,0,14,1,3,Digital-Engaged,1.1765066382481708,1.4254876095358535
4910,48,Graduation,Divorced,68743.0,81,2074,29,0,18,0,3,Digital-Engaged,3.281773762427067,2.122482876188188
75,33,2n Cycle,Together,41039.0,32,467,14,0,16,0,3,Digital-Engaged,0.09323250798262887,1.2016011014359205
10120,60,Graduation,Together,38946.0,84,257,10,0,8,1,1,Low-Engagement,-0.9772576179742145,-0.3905440247575427
6327,48,Graduation,Together,65777.0,87,1146,16,0,3,0,2,Established Value,1.2537137105523752,-2.0138921652179116
10142,39,PhD,Divorced,66476.0,99,689,18,0,9,1,3,Digital-Engaged,0.6465668607751196,0.05158119289442762
9826,43,PhD,Single,86857.0,96,2114,21,0,7,0,2,Established Value,3.0369367354849794,-0.9202528145354382
1501,33,PhD,Married,160803.0,21,1717,29,0,0,0,2,Established Value,3.3099592138799094,-2.2802356449983194
10767,26,PhD,Together,77845.0,40,1346,20,2,4,0,0,Premium High-Value,2.9401877745061253,-1.7303008048040402
7279,46,PhD,Together,69476.0,3,1044,14,0,6,0,2,Established Value,1.1450566355382297,-1.2842012181959495
7230,55,PhD,Divorced,50611.0,98,493,16,1,10,1,3,Digital-Engaged,0.42885474226935305,0.20934513187239648
143,45,Graduation,Single,61209.0,73,957,12,0,7,0,2,Established Value,0.7521342758380396,-1.1614156624624643
450,57,Master,Together,42315.0,90,270,9,0,4,1,1,Low-Engagement,-1.0119222039860953,-1.4172557516772712
9316,63,Basic,Together,13084.0,29,29,4,0,7,0,1,Low-Engagement,-1.8009230477740898,-1.272090225220473
6379,66,Master,Widow,47570.0,3,121,6,0,9,2,1,Low-Engagement,-1.6088787588639164,0.3110934188164591
9239,54,Master,Married,61923.0,94,126,7,0,5,2,1,Low-Engagement,-1.2363993013230363,-0.762974517625638
8315,20,Graduation,Single,34824.0,65,23,3,0,7,0,1,Low-Engagement,-1.3485427144106268,-1.4132004539050822
2868,66,PhD,Single,26518.0,33,57,5,0,10,2,1,Low-Engagement,-2.224025881622809,0.5515026741307978
10888,54,Graduation,Single,45938.0,46,636,18,0,14,0,3,Digital-Engaged,0.614040546552725,0.8345965830730485
1277,55,Graduation,Together,78468.0,29,1004,27,1,14,0,3,Digital-Engaged,2.816482732296562,1.0267470090678332
9977,42,Graduation,Divorced,78901.0,99,734,17,0,13,1,3,Digital-Engaged,0.974491551349028,0.9501419194869082
10196,37,Graduation,Married,71427.0,26,614,18,0,12,2,3,Digital-Engaged,0.2903555980744503,1.3911779137539928
6384,37,Graduation,Divorced,71022.0,30,1453,18,1,13,1,3,Digital-Engaged,1.9554029402039923,1.0298090353467597
8029,27,Master,Single,90247.0,27,1621,14,3,4,0,0,Premium High-Value,3.5298366195256765,-2.0334969605583177
968,47,Master,Divorced,41335.0,24,187,9,0,11,1,1,Low-Engagement,-1.0160046774074436,0.3558620304631694
